Race	Labels
White	['unicycle', 'warplane', 'aircraft carrier', 'knee pad', 'basketball']
White	['web site', 'balance beam', 'parallel bars', 'ping-pong ball', 'analog clock']
White	['military uniform', 'pickelhaube', 'suit', 'trench coat', 'cowboy hat']
White	['groom', 'breastplate', 'chain mail', 'gown', 'pillow']
White	['sock', 'lipstick', 'cowboy boot', 'knee pad', 'torch']
White	['pajama', 'piggy bank', 'wooden spoon', 'soccer ball', 'ice lolly']
White	['lens cap', 'stethoscope', 'tub', 'ping-pong ball', 'bubble']
White	['chain mail', 'military uniform', 'shower cap', 'wig', 'sunglass']
White	['lab coat', 'stethoscope', 'notebook', 'hand-held computer', 'jean']
White	['bikini', 'brassiere', 'sunscreen', 'Band Aid', 'diaper']
White	['unicycle', 'torch', 'balance beam', 'Arabian camel', 'albatross']
White	['lipstick', 'suit', 'bow tie', 'bearskin', 'Windsor tie']
White	['maillot', 'gown', 'standard poodle', 'seashore', 'sandbar']
White	['tub', 'bathtub', 'groom', 'gown', 'shower cap']
White	['lighter', 'stopwatch', 'Band Aid', 'digital watch', 'nipple']
White	['bassoon', 'torch', 'microphone', 'balance beam', 'notebook']
White	['maillot', 'maillot', 'sarong', 'miniskirt', 'brassiere']
White	['chain mail', 'puffer', 'brain coral', 'eel', 'electric ray']
White	['brassiere', 'diaper', 'bikini', 'lotion', 'Band Aid']
White	['miniskirt', 'bow tie', 'jean', 'maillot', 'gown']
White	['suit', 'cleaver', 'Windsor tie', 'dumbbell', 'cellular telephone']
White	['stethoscope', 'academic gown', 'velvet', 'stole', 'mortarboard']
White	['maillot', 'dumbbell', 'maillot', 'diaper', 'face powder']
White	['assault rifle', 'bow', 'revolver', 'oboe', 'rifle']
White	['Windsor tie', 'academic gown', 'neck brace', 'jersey', 'sweatshirt']
White	['barbershop', 'altar', 'restaurant', 'theater curtain', 'folding chair']
White	['Granny Smith', 'tennis ball', 'ladybug', 'broccoli', 'ice lolly']
White	['diaper', 'brassiere', 'maraca', 'Band Aid', 'bonnet']
White	['bathing cap', 'dumbbell', 'cowboy hat', 'shower cap', 'swimming trunks']
White	['maillot', 'maillot', 'velvet', 'gown', 'miniskirt']
White	['gown', 'bikini', 'swimming trunks', 'maillot', 'maillot']
White	['unicycle', 'torch', 'maze', 'spotlight', 'umbrella']
White	['suit', 'bow tie', 'trench coat', 'jean', 'coho']
White	['wig', 'hand blower', 'neck brace', 'brassiere', 'fur coat']
White	['rifle', 'bow', 'assault rifle', 'notebook', 'barbell']
White	['suit', 'academic gown', 'Windsor tie', 'mortarboard', 'bow tie']
White	['maillot', 'maillot', 'bikini', 'swimming trunks', 'sarong']
White	['hand blower', 'harmonica', 'hair spray', 'microphone', 'cellular telephone']
White	['punching bag', 'neck brace', 'Windsor tie', 'basketball', 'plunger']
White	['balance beam', 'academic gown', 'mortarboard', 'gown', 'dumbbell']
White	['neck brace', 'face powder', 'loupe', 'gasmask', 'oxygen mask']
White	['bikini', 'maillot', 'maillot', 'swimming trunks', 'balance beam']
White	['academic gown', 'Windsor tie', 'suit', 'mortarboard', 'Loafer']
White	['barbell', 'dumbbell', 'tripod', 'stretcher', 'vacuum']
White	['notebook', 'brassiere', 'laptop', 'grand piano', 'shoji']
White	['bathing cap', 'mask', 'sunglass', 'loupe', 'lens cap']
White	['hoopskirt', 'overskirt', 'trench coat', 'sarong', 'panpipe']
White	['seat belt', 'lipstick', 'wig', 'brassiere', 'sunglasses']
White	['pajama', 'gown', 'jean', 'sarong', 'bikini']
White	['bassoon', 'hair spray', 'oboe', 'wig', 'cloak']
White	['ice lolly', 'nipple', 'oxygen mask', 'bubble', 'Band Aid']
White	['steel drum', 'drum', "potter's wheel", 'gong', 'drumstick']
White	['bow tie', 'Windsor tie', 'suit', 'vestment', 'stethoscope']
White	['accordion', 'marimba', 'abacus', 'panpipe', 'banjo']
White	['seat belt', 'bikini', 'kimono', 'flute', 'stethoscope']
White	['wig', 'mortarboard', 'umbrella', 'ice lolly', 'syringe']
White	['ice lolly', 'crayfish', 'strawberry', 'American lobster', 'hotdog']
White	['suit', 'trench coat', 'academic gown', 'velvet', 'abaya']
White	['sunglass', 'sunglasses', 'hair spray', 'wig', 'lipstick']
White	['lab coat', 'stethoscope', 'Windsor tie', 'suit', 'neck brace']
White	['lipstick', 'face powder', 'wig', 'bathing cap', 'hair spray']
White	['beer bottle', 'crayfish', 'ice lolly', 'sunscreen', 'common iguana']
White	['bonnet', 'umbrella', 'wig', 'sombrero', 'hair spray']
White	['diaper', 'nipple', 'ocarina', 'ear', 'abacus']
White	['maillot', 'miniskirt', 'velvet', 'brassiere', 'backpack']
White	['book jacket', 'gown', 'fur coat', 'stole', 'jersey']
White	['fur coat', 'wig', 'bikini', 'hair spray', 'bath towel']
White	['bikini', 'brassiere', 'maillot', 'wig', 'stethoscope']
White	['miniskirt', 'velvet', 'maillot', 'gown', 'apron']
White	['stethoscope', 'lab coat', 'plunger', 'oxygen mask', 'tub']
White	['bikini', 'maillot', 'maillot', 'miniskirt', 'diaper']
White	['lipstick', 'bikini', 'panpipe', 'ice lolly', 'Band Aid']
White	['hair slide', 'wig', 'ice lolly', 'lipstick', 'bubble']
White	['drumstick', 'syringe', 'bassoon', 'hair spray', 'wine bottle']
White	['lab coat', 'pajama', 'stethoscope', 'bath towel', 'gown']
White	['sax', 'sunglass', 'violin', 'sunglasses', 'harmonica']
White	['crossword puzzle', 'computer keyboard', 'mouse', 'laptop', 'notebook']
White	['ice lolly', 'sleeping bag', 'sunscreen', 'umbrella', 'nipple']
White	['swimming trunks', 'brassiere', 'bikini', 'Great Dane', 'Italian greyhound']
White	['ice lolly', 'lab coat', 'syringe', 'lipstick', 'harmonica']
White	['maillot', 'maillot', 'brassiere', 'bikini', 'gown']
White	['bikini', 'maillot', 'maillot', 'miniskirt', 'brassiere']
White	['suit', 'lab coat', 'sweatshirt', 'crutch', 'sunscreen']
White	['lab coat', 'wig', 'sunglasses', 'Band Aid', 'bow tie']
White	['cup', 'paper towel', 'coffee mug', 'espresso', 'toilet tissue']
White	['bow tie', 'bathing cap', 'bolo tie', 'military uniform', 'wig']
White	['balance beam', 'parallel bars', 'horizontal bar', 'maillot', 'pole']
White	['wig', 'ocarina', 'fur coat', 'mask', 'Sussex spaniel']
White	['tub', 'bathtub', 'notebook', 'brassiere', 'diaper']
White	['trench coat', 'suit', 'poncho', 'stole', 'cloak']
White	['Windsor tie', 'lab coat', 'oboe', 'whistle', 'hand-held computer']
White	['stethoscope', 'wig', 'ice lolly', 'maillot', 'bikini']
White	['seat belt', 'lipstick', 'lab coat', 'fur coat', 'hand blower']
White	['lab coat', 'hair spray', 'lipstick', 'hand blower', 'groom']
White	['miniskirt', 'hoopskirt', 'neck brace', 'overskirt', 'dumbbell']
White	['abacus', 'diaper', 'maraca', 'sunscreen', 'ice lolly']
White	['gown', 'maillot', 'maillot', 'jean', 'miniskirt']
White	['stethoscope', 'flute', 'bow tie', 'violin', 'harmonica']
White	['lipstick', 'face powder', 'Band Aid', 'ice lolly', 'seat belt']
White	['brassiere', 'bikini', 'bearskin', 'maillot', 'sweatshirt']
White	['military uniform', 'bow tie', 'Band Aid', 'shower cap', 'bathing cap']
White	['lab coat', 'notebook', 'stethoscope', 'beaker', 'Windsor tie']
White	['brassiere', 'maillot', 'stethoscope', 'neck brace', 'lab coat']
White	['maillot', 'maillot', 'miniskirt', 'bathing cap', 'feather boa']
White	['maillot', 'maillot', 'gown', 'miniskirt', 'velvet']
White	['cowboy boot', 'sarong', 'miniskirt', 'bikini', 'maillot']
White	['notebook', 'drumstick', 'brassiere', 'laptop', 'seat belt']
White	['lens cap', 'ice lolly', 'Band Aid', 'stethoscope', 'hair slide']
White	['punching bag', 'horizontal bar', 'turnstile', 'cock', 'parallel bars']
White	['dumbbell', 'barbell', 'barber chair', 'stretcher', 'folding chair']
White	['sarong', 'sandbar', 'maillot', 'maillot', 'swimming trunks']
White	['maillot', 'maillot', 'hand-held computer', 'notebook', 'sunglass']
White	['hair spray', 'maillot', 'wig', 'maillot', 'brassiere']
White	['maillot', 'maillot', 'miniskirt', 'gown', 'brassiere']
White	['kimono', 'pajama', 'seat belt', 'bonnet', 'maraca']
White	['swimming trunks', 'horizontal bar', 'sarong', 'diaper', 'bathing cap']
White	['sunglasses', 'seat belt', 'sunglass', 'mask', 'wig']
White	['plane', 'gong', "potter's wheel", 'stretcher', 'marimba']
White	['gown', 'overskirt', 'hoopskirt', 'groom', 'cloak']
White	['torch', "potter's wheel", 'neck brace', 'hand-held computer', 'cowboy boot']
White	['maillot', 'maillot', 'bikini', 'gown', 'notebook']
White	['maillot', 'maillot', 'bikini', 'miniskirt', 'brassiere']
White	['marimba', "potter's wheel", 'balance beam', 'upright', 'apron']
White	['electric fan', 'Windsor tie', 'planetarium', 'kimono', 'suit']
White	['neck brace', 'nipple', 'lab coat', 'ocarina', 'Windsor tie']
White	['wig', 'feather boa', 'bubble', 'Irish setter', 'chiton']
White	['balance beam', 'parallel bars', 'maillot', 'maillot', 'horizontal bar']
White	['flute', 'notebook', 'oboe', 'laptop', 'toaster']
White	['face powder', 'Band Aid', 'bath towel', 'sunscreen', 'lab coat']
White	['pajama', 'lab coat', 'gown', 'miniskirt', 'hoopskirt']
White	['maillot', 'brassiere', 'maillot', 'parallel bars', 'dumbbell']
White	['wig', 'bathing cap', 'seat belt', 'shower cap', 'lipstick']
White	['bikini', 'brassiere', 'hand blower', 'maillot', 'lab coat']
White	['stethoscope', 'seat belt', 'cowboy hat', 'umbrella', 'bonnet']
White	['groom', 'gown', 'bow tie', 'apron', 'hair spray']
White	['hoopskirt', 'gown', 'overskirt', 'pajama', 'diaper']
White	['wig', 'hand blower', 'cloak', 'abaya', 'hair spray']
White	['miniskirt', 'maillot', 'brassiere', 'jean', 'cowboy boot']
White	['dumbbell', 'barbell', 'hand blower', 'plunger', 'power drill']
White	['bassoon', 'cello', 'oboe', 'violin', 'flute']
White	['bikini', 'maillot', 'miniskirt', 'tub', 'brassiere']
White	['sweatshirt', 'neck brace', 'lab coat', 'nipple', "potter's wheel"]
White	['rapeseed', 'swing', 'sunglasses', 'bikini', 'ice lolly']
White	['mask', 'microphone', 'harmonica', 'pelican', 'albatross']
White	['bikini', 'brassiere', 'miniskirt', 'diaper', 'maillot']
White	['maillot', 'wig', 'miniskirt', 'hair spray', 'abaya']
White	['lab coat', 'stethoscope', 'groom', 'cellular telephone', 'pajama']
White	['kimono', 'vestment', 'pajama', 'candle', 'bakery']
White	['brassiere', 'maillot', 'wig', 'cowboy hat', 'bikini']
White	['balance beam', 'horizontal bar', 'maillot', 'dumbbell', 'maillot']
White	['bikini', 'maillot', 'maillot', 'sarong', 'swimming trunks']
White	['fiddler crab', 'crayfish', 'rock crab', 'snorkel', 'bathing cap']
White	['hoopskirt', 'overskirt', 'gown', 'miniskirt', 'swing']
White	['cardigan', 'croquet ball', 'miniskirt', 'gown', 'groom']
White	['notebook', 'apron', 'iron', 'oxygen mask', 'photocopier']
White	['Saluki', 'Maltese dog', 'park bench', 'swing', 'lab coat']
White	['brassiere', 'cello', 'maillot', 'dumbbell', 'bikini']
White	['lab coat', 'notebook', 'stethoscope', 'quill', 'marimba']
White	['swimming trunks', 'bikini', 'sunscreen', 'maillot', 'sandbar']
White	['bow', 'assault rifle', 'rifle', 'oboe', 'bassoon']
White	['notebook', 'laptop', 'mouse', 'television', 'dishwasher']
White	['bathing cap', 'mortarboard', 'bow tie', 'lipstick', 'wig']
White	['lipstick', 'loupe', 'Band Aid', 'cellular telephone', 'harmonica']
White	['bow tie', 'lab coat', 'lipstick', 'Band Aid', 'Windsor tie']
White	['feather boa', 'groom', 'hair spray', 'cello', 'syringe']
White	['lipstick', 'wig', 'hair spray', 'brassiere', 'sunglass']
White	['lipstick', 'ice lolly', 'wig', 'hair slide', 'seat belt']
White	['carton', 'brassiere', 'neck brace', 'cradle', 'diaper']
White	['bathing cap', 'jersey', 'shower cap', 'sunglasses', 'hair spray']
White	['brassiere', 'bikini', 'maillot', 'maillot', 'wig']
White	['miniskirt', 'wig', 'maillot', 'maillot', 'stole']
White	['bikini', 'maillot', 'ice lolly', 'torch', 'maillot']
White	['Band Aid', 'sweatshirt', 'hand blower', 'window shade', 'umbrella']
White	['sarong', 'maillot', 'maillot', 'pelican', 'seashore']
White	['harmonica', 'power drill', 'paintbrush', 'lens cap', 'hand blower']
White	['thimble', 'bathing cap', 'face powder', 'piggy bank', 'perfume']
White	['abaya', 'cloak', 'academic gown', 'sweatshirt', 'hand blower']
White	['military uniform', 'assault rifle', 'rifle', 'bulletproof vest', 'half track']
White	['hoopskirt', 'apron', 'tennis ball', 'bath towel', 'gown']
White	['brassiere', 'bikini', 'bath towel', 'maillot', 'Band Aid']
White	['parallel bars', 'turnstile', 'balance beam', 'horizontal bar', 'bathing cap']
White	['wig', 'hair spray', 'lipstick', 'drumstick', 'syringe']
White	['seat belt', 'bath towel', 'Band Aid', 'face powder', 'wig']
White	['ping-pong ball', 'whistle', 'ice lolly', 'lipstick', 'lens cap']
White	['bikini', 'cowboy boot', 'chain saw', 'maillot', 'swing']
White	['lab coat', 'stethoscope', 'notebook', 'hand-held computer', 'plunger']
White	['gasmask', 'oxygen mask', 'loupe', 'neck brace', 'Windsor tie']
White	['cowboy hat', 'sombrero', 'military uniform', 'crash helmet', 'bolo tie']
White	['bikini', 'maillot', 'miniskirt', 'brassiere', 'maillot']
White	['dumbbell', 'jersey', 'maillot', 'maillot', 'cellular telephone']
White	['cardigan', 'wig', 'wool', 'stole', 'bath towel']
White	['gown', 'maillot', 'maillot', 'pajama', 'bikini']
White	['hair spray', 'sunglass', 'sunglasses', 'wig', 'jersey']
White	['tub', 'diaper', 'bikini', 'bath towel', 'bathtub']
White	['punching bag', 'maraca', 'hair spray', 'slot', 'limousine']
White	['bikini', 'maillot', 'miniskirt', 'maillot', 'brassiere']
White	['diaper', 'cradle', 'neck brace', 'oxygen mask', 'syringe']
White	['lipstick', 'wig', 'Band Aid', 'ice lolly', 'kimono']
White	['stretcher', 'mortarboard', 'academic gown', 'Loafer', 'torch']
White	['bikini', 'wig', 'face powder', 'brassiere', 'lab coat']
White	['Brittany spaniel', 'chain saw', 'clumber', 'groom', 'English springer']
White	['lab coat', 'stethoscope', 'dishwasher', 'toilet tissue', 'washer']
White	['miniskirt', 'lab coat', 'velvet', 'pajama', 'dumbbell']
White	['harmonica', 'oboe', 'microphone', 'flute', 'wig']
White	['dumbbell', 'power drill', 'plunger', 'screwdriver', 'hand blower']
White	['maillot', 'maillot', 'bikini', 'brassiere', 'gown']
White	['French horn', 'sax', 'sunglass', 'wig', 'oboe']
White	['wig', 'stethoscope', 'face powder', 'lipstick', 'cellular telephone']
White	['face powder', 'tub', 'sunscreen', 'neck brace', 'hand blower']
White	['jean', 'miniskirt', 'stage', 'ski', 'suit']
White	['Windsor tie', 'neck brace', 'hoopskirt', 'lab coat', 'sweatshirt']
White	['velvet', 'hoopskirt', 'overskirt', 'gown', 'miniskirt']
White	['mountain bike', 'unicycle', 'soccer ball', 'parachute', 'binoculars']
White	['volleyball', 'basketball', 'soccer ball', 'balance beam', 'racket']
White	['bonnet', 'diaper', 'bath towel', 'cradle', 'bow tie']
White	['suit', 'Loafer', 'military uniform', 'jean', 'bow tie']
White	['wig', 'Band Aid', 'hair slide', 'hair spray', 'lipstick']
White	['suit', 'groom', 'trench coat', 'hair spray', 'cellular telephone']
White	['bathing cap', 'maillot', 'maillot', 'sunglass', 'volleyball']
White	['sweatshirt', 'trench coat', 'stethoscope', 'stole', 'velvet']
White	['miniskirt', 'jean', 'notebook', 'sunglass', 'drumstick']
White	['seat belt', 'abaya', 'sweatshirt', 'umbrella', 'cloak']
White	['brassiere', 'bikini', 'lipstick', 'stethoscope', 'maillot']
White	['sunscreen', 'ice lolly', 'sunglass', 'cellular telephone', 'Band Aid']
White	['wig', 'brassiere', 'maillot', 'velvet', 'jersey']
White	['diaper', 'shower cap', 'bonnet', 'crib', 'bath towel']
White	['wig', 'vulture', 'hair spray', 'sunglass', 'cellular telephone']
White	['bikini', 'brassiere', 'miniskirt', 'maillot', 'volleyball']
White	['maillot', 'maillot', 'gown', 'miniskirt', 'velvet']
White	['bikini', 'maillot', 'sunscreen', 'swimming trunks', 'maillot']
White	['tub', 'crib', 'bathtub', 'lens cap', 'bath towel']
White	['dumbbell', 'maillot', 'ping-pong ball', 'maillot', 'balance beam']
White	['redbone', 'vizsla', 'lion', 'Irish terrier', 'triceratops']
White	['brassiere', 'lab coat', 'stethoscope', 'bikini', 'maillot']
White	['hay', 'miniskirt', 'gown', 'bikini', 'groom']
White	['neck brace', 'fur coat', 'wig', 'stole', 'academic gown']
White	['miniskirt', 'Christmas stocking', 'pajama', 'gown', 'velvet']
White	['bow tie', 'shoji', 'spatula', 'wooden spoon', 'stethoscope']
White	['diaper', 'bonnet', 'hair slide', 'brassiere', 'maillot']
White	['brassiere', 'maillot', 'maillot', 'bikini', 'miniskirt']
White	['bow tie', 'remote control', 'mask', 'toilet tissue', 'Samoyed']
White	['corn', 'ear', 'sarong', 'maypole', 'flute']
White	['miniskirt', 'stole', 'velvet', 'jean', 'cardigan']
White	['miniskirt', 'brassiere', 'dumbbell', 'sarong', 'maillot']
White	['wig', 'bathtub', 'lab coat', 'face powder', 'Band Aid']
White	['microphone', 'stage', 'whistle', 'punching bag', 'hummingbird']
White	['piggy bank', 'maraca', 'pajama', 'hand blower', 'seat belt']
White	['oxygen mask', 'neck brace', 'loupe', 'gasmask', 'nipple']
White	['stethoscope', 'bonnet', 'pajama', 'bib', 'abacus']
White	['hay', 'ear', 'ice lolly', 'corn', 'bikini']
White	['wig', 'neck brace', 'stethoscope', 'hand blower', 'hair spray']
White	['brassiere', 'wig', 'bikini', 'face powder', 'maillot']
White	['drumstick', 'drum', 'racket', 'kimono', 'burrito']
White	['Band Aid', 'bubble', 'feather boa', 'fur coat', 'cloak']
White	['garter snake', 'knot', 'night snake', 'boa constrictor', 'vine snake']
White	['hair slide', 'stethoscope', 'hair spray', 'lipstick', 'hand blower']
White	['punching bag', 'joystick', 'water bottle', 'mouse', 'mailbag']
White	['trench coat', 'miniskirt', 'suit', 'pajama', 'fur coat']
White	['maillot', 'bikini', 'maillot', 'hair spray', 'brassiere']
White	['maillot', 'wig', 'jersey', 'Windsor tie', 'hoopskirt']
White	['face powder', 'sunscreen', 'loupe', 'lab coat', 'lipstick']
White	['shower curtain', 'chime', 'shoji', 'apron', 'plunger']
White	['fur coat', 'pajama', 'soccer ball', 'Band Aid', 'crib']
White	['paddle', 'marimba', 'sarong', 'canoe', 'kimono']
White	['wig', 'face powder', 'hair slide', 'brassiere', 'hair spray']
White	['trench coat', 'sunglass', 'fur coat', 'Windsor tie', 'neck brace']
White	['fur coat', 'wig', 'Band Aid', 'feather boa', 'microphone']
White	['brassiere', 'bikini', 'maillot', 'maillot', 'sarong']
White	['sunscreen', 'Band Aid', 'bow tie', 'syringe', 'boa constrictor']
White	['hand blower', 'bikini', 'brassiere', 'bathtub', 'drumstick']
White	['lipstick', 'ice lolly', 'wig', 'kimono', 'syringe']
White	['brassiere', 'bikini', 'maillot', 'maillot', 'miniskirt']
White	['bikini', 'brassiere', 'maillot', 'maillot', 'volleyball']
White	['parachute', 'volleyball', 'soccer ball', 'pole', 'rugby ball']
White	['maillot', 'bikini', 'maillot', 'brassiere', 'miniskirt']
White	['cowboy boot', 'sarong', 'cuirass', 'breastplate', 'velvet']
White	['diaper', 'bath towel', 'nipple', 'Band Aid', 'stethoscope']
White	['soccer ball', 'pinwheel', 'piggy bank', 'plastic bag', 'bib']
White	['maillot', 'maillot', 'bikini', 'brassiere', 'dumbbell']
White	['hand blower', 'dumbbell', 'hair spray', 'binoculars', 'sunglass']
White	['military uniform', 'bathing cap', 'Italian greyhound', 'sunscreen', 'shower cap']
White	['maillot', 'maillot', 'brassiere', 'bikini', 'gown']
White	['power drill', 'dumbbell', 'stretcher', 'cowboy boot', "potter's wheel"]
White	['harmonica', 'flute', 'microphone', 'cornet', 'whistle']
White	['barbershop', 'nipple', 'sunscreen', 'bubble', 'tarantula']
White	['abaya', 'sunglasses', 'wig', 'cloak', 'sweatshirt']
White	['vestment', 'wooden spoon', 'bow tie', 'cowboy hat', 'mask']
White	['maillot', 'balance beam', 'brassiere', 'maillot', 'dumbbell']
White	['maillot', 'maillot', 'brassiere', 'miniskirt', 'overskirt']
White	['overskirt', 'hoopskirt', 'sarong', 'maillot', 'cowboy boot']
White	['brassiere', 'seat belt', 'hair spray', 'bikini', 'lipstick']
White	['cardigan', 'pinwheel', 'sweatshirt', 'soccer ball', 'jersey']
White	['suit', 'bow tie', 'Loafer', 'trench coat', 'Windsor tie']
White	['pajama', 'stethoscope', 'sarong', 'stole', 'apron']
White	['hoopskirt', 'maillot', 'overskirt', 'neck brace', 'dumbbell']
White	['gown', 'maillot', 'maillot', 'sarong', 'overskirt']
White	['bath towel', 'Band Aid', 'bathing cap', 'sunscreen', 'lipstick']
White	['cardigan', 'hay', 'stole', 'overskirt', 'groom']
White	['academic gown', 'grand piano', 'mortarboard', 'bow', 'abaya']
White	['Windsor tie', 'suit', 'lab coat', 'stethoscope', 'cleaver']
White	['crib', 'ice lolly', 'bath towel', 'diaper', 'Band Aid']
White	['mortarboard', 'academic gown', 'umbrella', 'bathing cap', 'sombrero']
White	["potter's wheel", 'hand blower', 'wig', 'neck brace', 'chimpanzee']
White	['groom', 'suit', 'notebook', 'bow tie', 'gown']
White	['cowboy hat', 'stethoscope', 'syringe', 'sunglass', 'ice lolly']
White	['sunglass', 'sunglasses', 'bow tie', 'bonnet', 'Windsor tie']
White	['Windsor tie', 'oboe', 'neck brace', 'lab coat', 'bassoon']
White	['drumstick', 'stethoscope', 'academic gown', 'bonnet', 'neck brace']
White	['diaper', 'bath towel', 'bathtub', 'bib', 'tub']
White	['maillot', 'maillot', 'bikini', 'brassiere', 'tub']
White	['wig', 'hair slide', 'hair spray', 'fur coat', 'hand blower']
White	['neck brace', 'ping-pong ball', 'Band Aid', 'sunscreen', 'mixing bowl']
White	['bikini', 'paddle', 'maillot', 'maillot', 'seashore']
White	['pajama', 'marimba', 'kimono', 'apron', 'stethoscope']
White	['sunglass', 'sunglasses', 'beer glass', 'bathing cap', 'bikini']
White	['jean', 'military uniform', 'suit', 'sweatshirt', 'stole']
White	['lab coat', 'syringe', 'feather boa', 'trench coat', 'bow tie']
White	['snorkel', 'gasmask', 'oxygen mask', 'knee pad', 'neck brace']
White	['miniskirt', 'maillot', 'maillot', 'jean', 'tub']
White	['mouse', 'tub', 'bathtub', 'maillot', 'soccer ball']
White	['bath towel', 'bonnet', 'wooden spoon', 'nipple', 'sleeping bag']
White	['maillot', 'maillot', 'bow tie', 'brassiere', 'miniskirt']
White	['bikini', 'fountain', 'swimming trunks', 'maillot', 'bathing cap']
White	['cleaver', 'dumbbell', 'syringe', 'lighter', 'drumstick']
White	['binoculars', 'sunscreen', 'sunglass', 'rifle', 'jersey']
White	['gown', 'hoopskirt', 'overskirt', 'groom', 'pajama']
White	['maillot', 'maillot', 'dumbbell', 'miniskirt', 'bikini']
White	['Windsor tie', 'cleaver', 'pick', 'hand-held computer', 'Petri dish']
White	['wig', 'shower cap', 'sunscreen', 'Band Aid', 'bathtub']
White	['brassiere', 'sunscreen', 'hair spray', 'bikini', 'bathing cap']
White	['overskirt', 'cloak', 'kimono', 'vestment', 'trench coat']
White	['Italian greyhound', 'Mexican hairless', 'suit', 'Chihuahua', 'Weimaraner']
White	['ski', 'bicycle-built-for-two', 'crutch', 'unicycle', 'mountain bike']
White	['ice lolly', 'cellular telephone', 'sunscreen', 'hair spray', 'Band Aid']
White	['notebook', 'steel drum', 'laptop', 'drumstick', 'grand piano']
White	['bikini', 'swimming trunks', 'sarong', 'maillot', 'maillot']
White	['miniskirt', 'brassiere', 'maillot', 'maillot', 'gown']
White	['bikini', 'maillot', 'swimming trunks', 'sarong', 'maillot']
White	['knot', 'fur coat', 'sarong', 'ear', 'butcher shop']
White	['Band Aid', 'bathing cap', 'shower cap', 'sunscreen', 'wig']
White	['feather boa', 'wig', 'fur coat', 'bubble', 'bow tie']
White	['basketball', 'maillot', 'swimming trunks', 'maillot', 'sarong']
White	['suit', 'abaya', 'bow tie', 'kimono', 'traffic light']
White	['Band Aid', 'pinwheel', 'ice lolly', 'hair slide', 'sunscreen']
White	['suit', 'bassoon', 'drumstick', 'flute', 'trombone']
White	['lab coat', 'croquet ball', 'racket', 'jersey', 'groom']
White	['brassiere', 'maillot', 'maillot', 'miniskirt', 'bikini']
White	['maillot', 'dumbbell', 'maillot', 'miniskirt', 'brassiere']
White	['window shade', 'groom', 'kimono', 'harp', 'miniskirt']
White	['stage', 'maraca', 'groom', 'hatchet', 'basketball']
White	['maraca', 'nipple', 'Band Aid', 'neck brace', 'plunger']
White	['ice lolly', 'stole', 'bubble', 'hair slide', 'groom']
White	['nipple', 'bib', 'ice lolly', 'bonnet', 'crib']
White	['drumstick', 'academic gown', 'neck brace', 'brassiere', 'crutch']
White	['ballpoint', 'stethoscope', 'notebook', 'lipstick', 'maillot']
White	['diaper', 'bonnet', 'brassiere', 'crib', 'soccer ball']
White	['hand blower', 'microphone', 'wig', 'fur coat', 'hair spray']
White	['neck brace', 'sunscreen', 'face powder', 'nipple', 'Petri dish']
White	['bikini', 'pole', 'maillot', 'mask', 'gasmask']
White	['balance beam', 'horizontal bar', 'parallel bars', 'punching bag', 'dumbbell']
White	['puffer', 'Siamese cat', 'carousel', 'mask', 'feather boa']
White	['hair spray', 'pick', 'panpipe', 'ski mask', 'bathing cap']
White	['face powder', 'sunscreen', 'loupe', 'neck brace', 'Band Aid']
White	['Windsor tie', 'academic gown', 'suit', 'mortarboard', 'vestment']
White	['lipstick', 'hair spray', 'Band Aid', 'whistle', 'ice lolly']
White	['lipstick', 'face powder', 'Band Aid', 'sunscreen', 'hair spray']
White	['brassiere', 'bathtub', 'hair spray', 'bikini', 'hand blower']
White	['bow tie', 'lipstick', 'feather boa', 'Band Aid', 'seat belt']
White	['bikini', 'brassiere', 'maillot', 'swimming trunks', 'maillot']
White	['sunscreen', 'lipstick', 'harmonica', 'drumstick', 'ice lolly']
White	['barracouta', 'sombrero', 'rock python', 'night snake', 'iron']
White	['stethoscope', 'diaper', 'notebook', 'sunscreen', 'bucket']
White	['hoopskirt', 'overskirt', 'trench coat', 'groom', 'Great Dane']
White	['cardigan', 'stole', 'bonnet', 'kimono', 'gown']
White	['shower cap', 'sunscreen', 'stethoscope', 'Band Aid', 'trench coat']
White	['fur coat', 'lipstick', 'feather boa', 'wig', 'bikini']
White	['Windsor tie', 'Band Aid', 'maillot', 'sunscreen', 'sarong']
White	['stethoscope', 'neck brace', 'brassiere', 'oxygen mask', 'seat belt']
White	['maillot', 'hand-held computer', 'neck brace', 'seat belt', 'brassiere']
White	['gown', 'hoopskirt', 'groom', 'overskirt', 'trench coat']
White	['drumstick', 'stethoscope', 'wooden spoon', 'spatula', 'cleaver']
White	['nipple', 'muzzle', 'ocarina', 'redbone', 'horizontal bar']
White	['lab coat', 'sweatshirt', 'Windsor tie', 'trench coat', 'stethoscope']
White	['shower cap', 'torch', 'sweatshirt', 'ballplayer', 'cowboy hat']
White	['brassiere', 'bikini', 'maillot', 'maillot', 'miniskirt']
White	['brassiere', 'seat belt', 'Band Aid', 'neck brace', 'hand blower']
White	['harmonica', 'cellular telephone', 'lipstick', 'loupe', 'syringe']
White	['wig', 'hair spray', 'stole', 'fur coat', 'cloak']
White	['kimono', 'pajama', 'marimba', 'stethoscope', 'candle']
White	['bikini', 'lipstick', 'sunscreen', 'dumbbell', 'lotion']
