Race	Labels
Black	['motor scooter', 'park bench', 'goose', 'pelican', 'bucket']
Black	['maze', 'soccer ball', 'ballplayer', 'Afghan hound', 'baseball']
Black	['patio', 'milk can', 'neck brace', 'bearskin', 'Mexican hairless']
Black	['muzzle', 'bulletproof vest', 'ballplayer', 'jersey', 'diaper']
Black	['dumbbell', 'torch', 'jersey', 'crutch', 'sweatshirt']
Black	['plunger', 'steel drum', "potter's wheel", 'gong', 'throne']
Black	['barber chair', 'groom', 'bow tie', 'trench coat', 'bonnet']
Black	['vestment', 'pickelhaube', 'chain mail', 'oboe', 'bulletproof vest']
Black	['panpipe', 'plunger', 'bathing cap', 'cowboy hat', 'swimming trunks']
Black	['sarong', 'oboe', 'trombone', 'bassoon', 'cornet']
Black	['crutch', 'mountain bike', 'swing', 'unicycle', 'chain saw']
Black	['shield', 'sandbar', 'snorkel', 'breakwater', 'paddle']
Black	['lakeside', 'Windsor tie', 'seat belt', 'spatula', 'suit']
Black	['hand-held computer', 'seat belt', 'cowboy hat', 'wooden spoon', 'spatula']
Black	['plunger', 'pajama', 'poncho', 'kimono', 'sweatshirt']
Black	['apron', 'unicycle', 'bubble', 'plunger', 'maypole']
Black	['accordion', 'restaurant', 'lab coat', 'sewing machine', 'desk']
Black	['plate', 'abaya', 'seat belt', 'suit', 'sweatshirt']
Black	['cloak', 'gong', 'polecat', 'monkey', 'maraca']
Black	['Windsor tie', 'minibus', 'bullet train', 'golfcart', 'minivan']
Black	['turnstile', 'lab coat', 'Windsor tie', 'bolo tie', 'stethoscope']
Black	['suit', 'trombone', 'cornet', 'flute', 'French horn']
Black	['sax', 'stethoscope', 'pick', 'microphone', 'hand blower']
Black	['neck brace', 'microphone', 'wig', 'feather boa', 'sunglass']
Black	['limousine', 'bow', 'horizontal bar', 'chainlink fence', 'pole']
Black	['padlock', 'neck brace', 'steel drum', 'comic book', 'Irish water spaniel']
Black	['bearskin', 'brassiere', 'bikini', 'maillot', 'maillot']
Black	['wig', 'snorkel', 'binoculars', 'gasmask', 'oxygen mask']
Black	['ski mask', 'miniskirt', 'sandbar', 'swimming trunks', 'volleyball']
Black	['sarong', 'bow tie', 'pickelhaube', 'mask', 'sunglass']
Black	['loupe', 'mortarboard', 'academic gown', 'horizontal bar', 'plunger']
Black	['umbrella', 'Greater Swiss Mountain dog', 'EntleBucher', 'beagle', 'oxygen mask']
Black	['basset', 'lab coat', 'neck brace', 'bow tie', 'Band Aid']
Black	['cellular telephone', 'coho', 'suit', 'bow tie', 'jean']
Black	['stretcher', 'horizontal bar', 'parallel bars', 'bow', 'barbell']
Black	['balance beam', 'military uniform', 'pickelhaube', 'mask', 'bow tie']
Black	['breastplate', 'motor scooter', 'bicycle-built-for-two', 'moped', 'ski']
Black	['unicycle', 'oil filter', 'thimble', 'puck', 'water bottle']
Black	['saltshaker', 'rotisserie', 'hippopotamus', "potter's wheel", 'Indian elephant']
Black	['butcher shop', 'Indian cobra', 'swing', "potter's wheel", 'gong']
Black	['marimba', 'volleyball', 'knee pad', 'basketball', 'soccer ball']
Black	['rugby ball', 'abaya', 'sweatshirt', 'wig', 'cloak']
Black	['suit', 'minibus', 'school bus', 'fire engine', 'recreational vehicle']
Black	['ambulance', 'barrow', 'stretcher', 'unicycle', 'mountain bike']
Black	['jinrikisha', 'bookcase', 'library', 'file', 'bookshop']
Black	['cash machine', 'wig', 'mask', 'bearskin', 'neck brace']
Black	['bow tie', 'crib', 'power drill', 'dishwasher', 'cradle']
Black	['diaper', 'wig', 'bow tie', 'hair slide', 'mask']
Black	['face powder', 'racket', 'volleyball', 'horizontal bar', 'dumbbell']
Black	['barbell', 'bow tie', 'cowboy hat', 'bonnet', 'mask']
Black	['mortarboard', 'electric guitar', 'stage', 'banjo', 'sax']
Black	['drumstick', 'academic gown', 'mortarboard', 'dumbbell', 'carbonara']
Black	['stole', 'guillotine', 'llama', 'suspension bridge', 'sunscreen']
Black	['conch', 'swimming trunks', 'maillot', 'bathing cap', 'military uniform']
Black	['cowboy hat', 'Windsor tie', 'Mexican hairless', 'ocarina', 'hartebeest']
Black	['muzzle', 'kimono', 'garbage truck', 'ambulance', 'trench coat']
Black	['umbrella', 'barbershop', 'ski mask', 'barber chair', 'bulletproof vest']
Black	['torch', 'jersey', 'apron', 'miniskirt', 'maillot']
Black	['maillot', 'lab coat', 'bow tie', 'maraca', 'plunger']
Black	['groom', 'bow tie', 'neck brace', 'coffee mug', 'Band Aid']
Black	['seat belt', 'forklift', 'school bus', 'crane', 'traffic light']
Black	['drum', 'abaya', 'ski mask', 'loupe', 'pick']
Black	['monkey', 'ping-pong ball', 'barbell', 'neck brace', 'parallel bars']
Black	['punching bag', 'whistle', 'bow tie', 'sunscreen', 'sunglass']
Black	['Band Aid', 'mask', 'Band Aid', 'harmonica', 'totem pole']
Black	['sunscreen', 'Windsor tie', 'suit', 'neck brace', 'bulletproof vest']
Black	['bolo tie', 'ocarina', 'bearskin', 'kimono', 'feather boa']
Black	['fur coat', 'mask', 'maraca', 'wig', 'torch']
Black	['toyshop', 'snorkel', 'stingray', 'bathing cap', 'maillot']
Black	['maillot', 'ocarina', 'pick', 'neck brace', 'pickelhaube']
Black	['Band Aid', 'wig', 'bow tie', 'neck brace', 'feather boa']
Black	['seat belt', 'trombone', 'military uniform', 'breastplate', 'cornet']
Black	['shield', 'sax', 'cornet', 'trombone', 'French horn']
Black	['cello', 'Doberman', 'toy terrier', 'kelpie', 'black-and-tan coonhound']
Black	['redbone', 'punching bag', 'maraca', 'cloak', 'ski mask']
Black	['abaya', 'cowboy hat', 'military uniform', 'bow tie', 'neck brace']
Black	['bathing cap', 'Windsor tie', 'panpipe', 'bulletproof vest', 'oboe']
Black	['assault rifle', 'military uniform', 'pickelhaube', 'cuirass', 'bulletproof vest']
Black	['assault rifle', 'basketball', 'Indian cobra', 'cowboy hat', 'unicycle']
Black	['German short-haired pointer', 'military uniform', 'bikini', 'swimming trunks', 'monkey']
Black	['flute', 'microphone', 'flute', 'stage', 'drumstick']
Black	['acoustic guitar', 'ballplayer', 'stethoscope', 'barbershop', 'flute']
Black	['racket', 'gas pump', 'slot', 'scoreboard', 'comic book']
Black	['ambulance', 'ski mask', 'abaya', 'bobsled', 'academic gown']
Black	['cornet', 'bolo tie', 'pick', 'vestment', 'gong']
Black	['comic book', 'bow tie', 'suit', 'Windsor tie', 'bolo tie']
Black	['groom', 'microphone', 'hair spray', 'bow tie', 'Mexican hairless']
Black	['oxygen mask', 'Band Aid', 'neck brace', 'comic book', 'panpipe']
Black	['tobacco shop', 'crutch', 'sweatshirt', 'ski mask', 'football helmet']
Black	['gasmask', 'shower cap', 'bathing cap', 'maillot', 'bikini']
Black	['maillot', 'oboe', 'bassoon', 'cello', 'cornet']
Black	['flute', 'ski mask', 'barbershop', 'pug', 'neck brace']
Black	['bobsled', 'military uniform', 'trench coat', 'suit', 'bow tie']
Black	['sweatshirt', 'nipple', 'neck brace', 'pajama', 'oxygen mask']
Black	['sleeping bag', 'bow tie', 'suit', 'Windsor tie', 'sweatshirt']
Black	['violin', 'rugby ball', 'tricycle', 'bulletproof vest', 'accordion']
Black	['electric guitar', 'punching bag', 'mousetrap', 'gong', 'Windsor tie']
Black	['neck brace', 'military uniform', 'bow tie', 'steel drum', 'hand blower']
Black	['seat belt', 'book jacket', 'comic book', 'jersey', 'oboe']
Black	['stethoscope', 'fur coat', 'Afghan hound', 'Saluki', 'padlock']
Black	['otterhound', 'mask', 'shower cap', 'Band Aid', 'wig']
Black	['bathing cap', 'wig', 'hair spray', 'fur coat', 'feather boa']
Black	['pajama', 'whistle', 'harmonica', 'Band Aid', 'microphone']
Black	['cellular telephone', 'bow', 'parallel bars', 'volleyball', 'cowboy hat']
Black	['swimming trunks', 'space heater', 'barber chair', 'sleeping bag', 'gasmask']
Black	['hand blower', 'Windsor tie', 'hartebeest', 'Sealyham terrier', 'fox squirrel']
Black	['Dandie Dinmont', 'stethoscope', 'microphone', 'hand blower', 'power drill']
Black	['punching bag', 'jersey', 'milk can', 'cowboy boot', 'sunscreen']
Black	['punching bag', 'basketball', 'volleyball', 'rugby ball', 'soccer ball']
Black	['knee pad', 'Windsor tie', 'neck brace', 'hand-held computer', 'sweatshirt']
Black	['sunglass', 'mask', 'wig', 'ski mask', 'ram']
Black	['monkey', 'gasmask', 'military uniform', 'barbershop', 'barbell']
Black	['French bulldog', 'academic gown', 'cello', 'pickelhaube', 'cuirass']
Black	['breastplate', 'rain barrel', 'barrow', 'guillotine', 'bucket']
Black	['plunger', 'military uniform', 'suit', 'umbrella', 'accordion']
Black	['groom', 'gown', 'sarong', 'jersey', 'overskirt']
Black	['velvet', 'scoreboard', 'comic book', 'book jacket', 'vending machine']
Black	['Band Aid', 'abaya', 'wig', 'poncho', 'cloak']
Black	['neck brace', 'prison', 'parking meter', 'pay-phone', 'mailbox']
Black	['street sign', 'tiger', 'tiger cat', 'tabby', 'Egyptian cat']
Black	['zebra', 'microphone', 'bathing cap', 'harmonica', 'stage']
Black	['dumbbell', 'electric guitar', 'stage', 'acoustic guitar', 'power drill']
Black	['marimba', 'swimming trunks', 'bikini', 'Italian greyhound', 'cowboy hat']
Black	['Mexican hairless', 'lipstick', 'ice lolly', 'bow tie', 'beer glass']
Black	['whistle', 'harp', 'barber chair', 'banjo', 'barbershop']
Black	['cello', 'Great Dane', 'sweatshirt', 'ski mask', 'bulletproof vest']
Black	['cloak', 'bubble', 'mask', 'bonnet', 'torch']
Black	['maraca', 'nipple', 'bathtub', 'tub', 'dumbbell']
Black	['Band Aid', 'hair spray', 'brassiere', 'sunglasses', 'sunglass']
Black	['jersey', 'steel drum', 'ski', 'drum', 'mortarboard']
Black	['bearskin', 'book jacket', 'neck brace', 'mask', 'monkey']
Black	['bow tie', 'hair spray', 'panpipe', 'microphone', 'acoustic guitar']
Black	['stage', 'crutch', 'ski', 'tripod', 'shovel']
Black	['steel drum', 'bubble', 'flute', 'bow tie', 'whistle']
Black	['cellular telephone', 'hair spray', 'brassiere', 'bikini', 'dumbbell']
Black	['stage', 'book jacket', 'Windsor tie', 'whiskey jug', 'patas']
Black	['jersey', 'plane', 'dough', 'French loaf', 'bakery']
Black	['hotdog', 'crayfish', 'American lobster', 'jersey', 'hotdog']
Black	['spatula', 'bow tie', 'mask', 'military uniform', 'sunglass']
Black	['sunglasses', 'groom', 'hair spray', 'bow tie', 'bonnet']
Black	['bolo tie', 'abaya', 'cloak', 'trench coat', 'academic gown']
Black	['mortarboard', 'sunscreen', 'Band Aid', 'shower cap', 'chain mail']
Black	['neck brace', 'suit', 'Windsor tie', 'bow tie', 'bolo tie']
Black	['groom', 'basketball', 'volleyball', 'book jacket', 'unicycle']
Black	['comic book', 'bearskin', 'abaya', 'overskirt', 'chain mail']
Black	['velvet', 'maraca', 'ear', 'nipple', 'ice lolly']
Black	['Band Aid', 'lab coat', 'neck brace', 'plastic bag', 'Windsor tie']
Black	['bath towel', 'pug', 'toyshop', 'brassiere', 'shield']
Black	['stretcher', 'sombrero', 'plunger', 'mortarboard', 'mask']
Black	['kimono', 'drumstick', 'hand blower', 'hair spray', 'notebook']
Black	['syringe', 'bolo tie', 'sombrero', 'neck brace', 'cowboy hat']
Black	['academic gown', 'cellular telephone', 'jersey', 'gondola', 'bullet train']
Black	['bulletproof vest', 'marimba', 'accordion', 'steel drum', 'drum']
Black	['book jacket', 'bulletproof vest', 'basketball', 'ballplayer', 'breastplate']
Black	['jersey', 'lab coat', 'sweatshirt', 'vestment', 'Windsor tie']
Black	['neck brace', 'cucumber', 'custard apple', 'fig', 'zucchini']
Black	['head cabbage', 'spatula', 'crutch', 'shower cap', 'bow tie']
Black	['hammer', 'oxygen mask', 'maraca', 'parallel bars', 'horizontal bar']
Black	['microphone', 'prayer rug', 'book jacket', 'throne', 'vestment']
Black	['hoopskirt', 'steel drum', 'scuba diver', 'stage', 'bubble']
Black	['toyshop', 'shield', 'maypole', 'parachute', 'breastplate']
Black	['chain mail', 'seat belt', 'Band Aid', 'bow tie', 'neck brace']
Black	['military uniform', 'cash machine', 'pay-phone', 'stole', 'swab']
Black	['crutch', 'mortarboard', 'academic gown', 'torch', 'maypole']
Black	['bubble', 'suit', 'bow tie', 'military uniform', 'Windsor tie']
Black	['bolo tie', 'ballplayer', 'racket', 'football helmet', 'baseball']
Black	['rugby ball', 'Windsor tie', 'punching bag', 'neck brace', 'plunger']
Black	['hair spray', 'basketball', 'barbell', 'racket', 'ping-pong ball']
Black	['ballplayer', 'brassiere', 'miniskirt', 'hair spray', 'maillot']
Black	['seat belt', 'seat belt', 'hair slide', 'Band Aid', 'ice lolly']
Black	['bonnet', 'sax', 'bassoon', 'oboe', 'flute']
Black	['cornet', 'plow', 'tractor', 'harvester', 'thresher']
Black	['cannon', 'academic gown', 'suit', 'trench coat', 'abaya']
Black	['Windsor tie', 'bathing cap', 'sunglass', 'mask', 'loupe']
Black	['sunglasses', 'overskirt', 'abaya', 'punching bag', 'bearskin']
Black	['jersey', 'wig', 'bonnet', 'pickelhaube', 'ski mask']
Black	['chain mail', 'home theater', 'television', 'screen', 'entertainment center']
Black	['monitor', 'pug', 'American Staffordshire terrier', 'Labrador retriever', 'Weimaraner']
Black	['bull mastiff', 'maillot', 'cello', 'drumstick', 'flute']
Black	['panpipe', 'stage', 'sax', 'trombone', 'microphone']
Black	['cuirass', 'acoustic guitar', 'electric guitar', 'cello', 'power drill']
Black	['chain saw', 'brassiere', 'diaper', 'wig', 'miniskirt']
Black	['maillot', 'grocery store', 'confectionery', 'shoe shop', 'bookshop']
Black	['toyshop', 'web site', 'hand blower', 'television', 'monitor']
Black	['barbershop', 'assault rifle', 'Windsor tie', 'bulletproof vest', 'revolver']
Black	['neck brace', 'bow tie', 'gasmask', 'cowboy hat', 'hand blower']
Black	['spatula', 'plunger', 'pug', 'binoculars', 'ski mask']
Black	['crash helmet', 'abaya', 'Windsor tie', 'suit', 'magpie']
Black	['Loafer', 'lipstick', 'ice lolly', 'bikini', 'sunscreen']
Black	['bubble', 'punching bag', 'slot', 'Afghan hound', 'abaya']
Black	['neck brace', 'basketball', 'torch', 'jersey', 'ballplayer']
Black	['sweatshirt', 'barbershop', 'shower cap', 'ballplayer', 'lab coat']
Black	['sunglass', 'ski mask', 'mask', 'kimono', 'pug']
Black	['French bulldog', 'mortarboard', 'academic gown', 'wig', 'drum']
Black	['mask', 'miniskirt', 'studio couch', 'paper towel', 'cowboy boot']
Black	['pillow', 'electric guitar', 'banjo', 'acoustic guitar', 'scabbard']
Black	['drumstick', 'unicycle', 'tricycle', 'knee pad', 'basketball']
Black	['dumbbell', 'gong', 'puck', 'drum', 'jersey']
Black	['racket', 'neck brace', 'ski mask', 'bearskin', 'face powder']
Black	['Band Aid', 'sunglasses', 'sunglass', 'mortarboard', 'academic gown']
Black	['jersey', 'abaya', 'microphone', 'cellular telephone', 'book jacket']
Black	['sunglass', 'shower cap', 'wig', 'chain mail', 'military uniform']
Black	['remote control', 'trench coat', 'military uniform', 'kimono', 'jersey']
Black	['fur coat', 'groom', 'kimono', 'toyshop', 'umbrella']
Black	['ski', 'microphone', 'electric guitar', 'stage', 'maraca']
Black	['banjo', 'swimming trunks', 'jersey', 'dumbbell', 'chain mail']
Black	['sweatshirt', 'lab coat', 'restaurant', 'stage', 'groom']
Black	['marimba', 'stethoscope', 'seat belt', 'candle', 'eggnog']
Black	['goblet', 'barbershop', 'lab coat', "potter's wheel", 'neck brace']
Black	['barber chair', 'ski mask', 'snowmobile', 'dogsled', 'crash helmet']
Black	['bobsled', 'conch', 'sunscreen', 'ice lolly', 'bathing cap']
Black	['sea cucumber', 'bow tie', 'groom', 'suit', 'stethoscope']
Black	['feather boa', 'kimono', 'sarong', 'apron', 'pajama']
Black	['cowboy boot', 'basketball', 'parallel bars', 'ping-pong ball', 'horizontal bar']
Black	['volleyball', 'unicycle', 'racket', 'volleyball', 'parallel bars']
Black	['horizontal bar', 'drumstick', 'dumbbell', 'pole', 'pool table']
Black	['syringe', 'vestment', 'sweatshirt', 'jersey', 'bulletproof vest']
Black	['cuirass', 'pay-phone', 'stethoscope', 'turnstile', 'cash machine']
Black	['suit', 'Windsor tie', 'neck brace', 'punching bag', 'prison']
Black	['tobacco shop', 'crutch', 'bearskin', 'motor scooter', 'unicycle']
Black	['plunger', 'restaurant', 'altar', 'mosquito net', 'grand piano']
Black	['four-poster', 'stopwatch', 'sweatshirt', 'stethoscope', 'neck brace']
Black	['jersey', 'sunglasses', 'umbrella', 'sunglass', 'cowboy hat']
Black	['sombrero', 'groom', 'bow tie', 'gown', 'miniskirt']
Black	['suit', 'stage', 'bathing cap', 'maraca', 'microphone']
Black	['binoculars', 'racket', 'bow', 'plunger', 'broom']
Black	['swing', 'parachute', 'snorkel', 'hammer', 'balance beam']
Black	['water bottle', 'turnstile', 'bakery', 'rotisserie', 'lumbermill']
Black	['rain barrel', 'Rhodesian ridgeback', 'bloodhound', 'muzzle', 'redbone']
Black	['beagle', 'bicycle-built-for-two', 'jinrikisha', 'unicycle', 'mountain bike']
Black	['bulletproof vest', 'motor scooter', 'moped', 'crash helmet', 'go-kart']
Black	['unicycle', 'suit', 'Windsor tie', 'oboe', 'academic gown']
Black	['cornet', 'lab coat', 'Windsor tie', 'suit', 'cardigan']
Black	['pajama', 'military uniform', 'bow tie', 'suit', 'mortarboard']
Black	['academic gown', 'Windsor tie', 'trombone', 'bassoon', 'bearskin']
Black	['sombrero', 'lab coat', 'marimba', 'candle', 'stethoscope']
Black	['barbershop', 'wig', 'sunglasses', 'mask', 'sunglass']
Black	['binoculars', 'bow tie', 'Band Aid', 'ice lolly', 'ping-pong ball']
Black	['bathing cap', 'golfcart', 'Model T', 'park bench', 'jinrikisha']
Black	['swing', 'bow tie', 'mask', 'sweatshirt', 'trilobite']
Black	['perfume', 'overskirt', 'maillot', 'hoopskirt', 'maraca']
Black	['oboe', 'sunscreen', 'bathing cap', 'ice lolly', 'rugby ball']
Black	['conch', 'oxcart', 'gong', 'marimba', 'horse cart']
Black	['ox', 'bow tie', 'Band Aid', 'Windsor tie', 'neck brace']
Black	['suit', 'suit', 'trench coat', 'cardigan', 'abaya']
Black	['bow tie', 'vestment', 'toyshop', 'shield', 'carousel']
Black	['plunger', 'bassoon', 'accordion', 'cornet', 'ski']
Black	['kimono', 'monkey', 'monkey', 'tractor', 'butcher shop']
Black	['tow truck', 'trench coat', 'neck brace', 'pajama', 'bulletproof vest']
Black	['stethoscope', 'go-kart', 'tricycle', 'motor scooter', 'racer']
Black	['tow truck', 'harmonica', 'hand-held computer', 'Windsor tie', 'ocarina']
Black	['cellular telephone', 'dishwasher', 'plunger', 'hair spray', 'vacuum']
Black	['strainer', 'carousel', 'neck brace', 'vestment', 'bonnet']
Black	['confectionery', 'screen', 'hand-held computer', 'television', 'cash machine']
Black	['web site', 'mask', 'ski mask', 'lipstick', 'Band Aid']
Black	['sunscreen', 'guacamole', 'custard apple', 'grocery store', 'Dutch oven']
Black	['Granny Smith', 'lorikeet', 'bubble', 'maraca', 'pinwheel']
Black	['mountain bike', 'school bus', 'minibus', 'Bernese mountain dog', 'Greater Swiss Mountain dog']
Black	['yurt', 'ballplayer', 'croquet ball', 'marimba', 'sweatshirt']
Black	['spatula', 'mortarboard', 'academic gown', 'bearskin', 'pinwheel']
Black	['mask', 'kimono', 'sarong', 'maypole', 'gown']
Black	['mask', 'torch', 'kimono', 'basketball', 'pajama']
Black	['plunger', 'book jacket', 'wig', 'mask', 'pickelhaube']
Black	['shower cap', 'pajama', 'French bulldog', 'feather boa', 'sarong']
Black	['leatherback turtle', 'oxygen mask', 'ice lolly', 'nipple', 'syringe']
Black	['seat belt', 'oxygen mask', 'nipple', 'neck brace', 'ocarina']
Black	['loupe', 'basketball', 'horizontal bar', 'parallel bars', 'volleyball']
Black	['balance beam', 'sarong', 'torch', 'toyshop', 'vestment']
Black	['grocery store', 'jackfruit', 'chain saw', 'tricycle', 'moped']
Black	['banana', 'assault rifle', 'revolver', 'projectile', 'scabbard']
Black	['binoculars', 'kimono', 'mask', 'ski mask', 'wig']
Black	['toyshop', 'pajama', 'kimono', 'Christmas stocking', 'groom']
Black	['vestment', 'binoculars', 'microphone', 'maraca', 'mask']
Black	['stage', 'lorikeet', 'Arabian camel', 'black stork', 'ski mask']
Black	['macaw', 'horizontal bar', 'parallel bars', 'brassiere', 'maillot']
Black	['dumbbell', 'bobsled', 'ballplayer', 'football helmet', 'sweatshirt']
Black	['ski mask', 'swing', 'ice lolly', 'toy poodle', 'cocker spaniel']
Black	['bonnet', 'llama', 'ski mask', 'standard poodle', 'cloak']
Black	['mask', 'military uniform', 'barbershop', 'mortarboard', 'pickelhaube']
Black	['oboe', 'tricycle', 'bicycle-built-for-two', 'unicycle', 'moped']
Black	['motor scooter', 'jersey', 'breastplate', 'football helmet', 'maraca']
Black	['teapot', 'oxygen mask', 'neck brace', 'chain mail', 'bulletproof vest']
Black	['gasmask', 'prison', 'bassoon', 'oboe', 'chain']
Black	['sax', 'German short-haired pointer', 'bluetick', 'neck brace', 'chain mail']
Black	['breastplate', 'thatch', 'yurt', 'tile roof', 'vulture']
Black	['unicycle', 'punching bag', 'brassiere', 'neck brace', 'diaper']
Black	['stethoscope', 'organ', 'bookcase', 'marimba', 'crib']
Black	['cinema', 'matchstick', 'abaya', 'theater curtain', "jack-o'-lantern"]
Black	['microphone', 'Irish wolfhound', 'llama', 'Old English sheepdog', 'pug']
Black	['wombat', 'kimono', 'mortarboard', 'crutch', 'academic gown']
Black	['turnstile', 'Windsor tie', 'patas', 'ocarina', 'sweatshirt']
Black	['cougar', 'zebra', 'mask', 'tiger cat', 'prison']
Black	['tiger', 'Gordon setter', 'black-and-tan coonhound', 'Afghan hound', 'Tibetan mastiff']
Black	['Sussex spaniel', 'fur coat', 'coho', 'military uniform', 'pickelhaube']
Black	['poncho', 'unicycle', 'torch', 'crash helmet', 'tricycle']
Black	['motor scooter', 'mask', 'cowboy hat', 'ox', 'sax']
Black	['bathing cap', 'prison', 'turnstile', 'library', 'moving van']
Black	['crutch', 'bow tie', 'Windsor tie', 'neck brace', 'stethoscope']
Black	['cellular telephone', 'suit', 'Windsor tie', 'lab coat', 'bolo tie']
Black	['bow tie', 'military uniform', 'bearskin', 'trombone', 'sax']
Black	['cornet', 'Windsor tie', 'academic gown', 'bulletproof vest', 'oboe']
Black	['suit', 'cradle', 'bassinet', 'kimono', 'drum']
Black	['rocking chair', 'sombrero', 'toyshop', 'punching bag', 'maraca']
Black	['hair spray', "potter's wheel", 'rain barrel', 'ski mask', 'spatula']
Black	['diaper', 'basketball', 'puck', 'cello', 'volleyball']
Black	['violin', 'Windsor tie', 'neck brace', 'barometer', 'gong']
Black	['loupe', 'swimming trunks', 'bathing cap', 'bikini', 'sarong']
Black	['maillot', 'ping-pong ball', 'ocarina', 'ballplayer', 'rugby ball']
Black	['kimono', 'ice lolly', 'sweatshirt', 'Band Aid', 'ping-pong ball']
Black	['jersey', 'Windsor tie', 'bearskin', 'bassoon', 'bolo tie']
Black	['neck brace', 'shoe shop', 'neck brace', 'accordion', 'ski mask']
Black	['sunglass', 'vestment', 'plunger', 'kimono', 'bow']
Black	['punching bag', 'hourglass', 'gong', 'barometer', 'analog clock']
Black	['microwave', 'drum', 'banjo', 'steel drum', 'accordion']
Black	['drumstick', 'military uniform', 'bow tie', 'sweatshirt', 'ping-pong ball']
Black	['Band Aid', 'pickelhaube', 'sunglass', 'bearskin', 'cuirass']
Black	['bow tie', 'mask', 'ski mask', 'gasmask', 'cloak']
Black	['abaya', 'Band Aid', 'suit', 'harmonica', 'whistle']
Black	['stage', 'bikini', 'sarong', 'maillot', 'maillot']
Black	['brassiere', 'jinrikisha', 'moving van', 'gas pump', 'mountain bike']
Black	['pay-phone', 'otterhound', 'bulletproof vest', 'fox squirrel', 'chain saw']
Black	['comic book', 'pajama', 'apron', 'bib', 'kimono']
Black	['stethoscope', 'maraca', 'gong', 'punching bag', 'electric ray']
Black	['ocarina', 'sombrero', 'academic gown', 'bow tie', 'mortarboard']
Black	['bolo tie', 'swimming trunks', 'cardigan', 'bath towel', 'suit']
Black	['bathing cap', "potter's wheel", 'barber chair', 'dough', 'laptop']
Black	['bakery', 'abaya', 'microphone', 'stage', 'hair spray']
Black	['dumbbell', 'wig', 'mud turtle', 'terrapin', 'platypus']
Black	['honeycomb', 'parallel bars', 'horizontal bar', 'balance beam', 'barbell']
Black	['ping-pong ball', 'tobacco shop', 'comic book', 'plastic bag', 'cowboy boot']
Black	['steel drum', 'parachute', 'stretcher', 'barrow', 'shield']
Black	['accordion', 'ski mask', 'abaya', 'mask', 'poncho']
Black	['steel drum', 'black-footed ferret', 'monkey', 'polecat', 'seat belt']
Black	['toy poodle', 'academic gown', 'mortarboard', 'Windsor tie', 'suit']
Black	['abaya', 'fur coat', 'wig', 'bow tie', 'shower cap']
Black	['cloak', 'bath towel', 'shower cap', 'nipple', 'bonnet']
Black	['Band Aid', 'home theater', 'microwave', 'wardrobe', 'theater curtain']
Black	['studio couch', 'flute', 'kimono', 'hair spray', 'mortarboard']
Black	['stage', 'rock beauty', 'comic book', 'chain saw', 'maraca']
Black	['neck brace', 'military uniform', 'trench coat', 'pajama', 'bow tie']
Black	['ping-pong ball', 'mortarboard', 'motor scooter', 'groom', 'academic gown']
Black	['stage', 'reel', 'racket', 'ice lolly', 'sunscreen']
Black	['water bottle', 'golfcart', 'assault rifle', 'banjo', 'oxygen mask']
Black	['neck brace', 'stage', 'cornet', 'flute', 'banjo']
Black	['oboe', 'oboe', 'military uniform', 'ballplayer', 'assault rifle']
Black	['Windsor tie', 'bonnet', 'ski mask', 'sombrero', 'panpipe']
Black	['mask', 'panpipe', 'academic gown', 'prison', 'abaya']
Black	['cloak', 'altar', 'grocery store', 'hamper', 'scale']
Black	['pineapple', 'neck brace', 'maypole', 'ski mask', 'binoculars']
Black	['gasmask', 'cowboy hat', 'jean', 'feather boa', 'breastplate']
Black	['stole', 'suit', 'plunger', 'academic gown', 'cloak']
Black	['grand piano', 'marimba', 'torch', 'stage', 'stretcher']
Black	['drum', 'moped', 'motor scooter', 'folding chair', 'bicycle-built-for-two']
Black	['Dutch oven', 'snowmobile', 'mountain tent', 'amphibian', 'sea lion']
Black	['killer whale', 'car mirror', 'seat belt', 'television', 'screen']
Black	['iPod', 'limousine', 'sarong', 'minivan', 'suit']
Black	['minibus', 'stage', 'electric guitar', 'trombone', 'banjo']
Black	['acoustic guitar', 'poncho', 'stole', 'overskirt', 'kimono']
Black	['accordion', 'bearskin', 'steel drum', 'drum', 'drumstick']
Black	['shield', 'punching bag', 'jersey', 'whiskey jug', 'gong']
Black	['football helmet', 'lab coat', 'book jacket', 'ballplayer', 'neck brace']
Black	['bow tie', 'racket', 'unicycle', 'tennis ball', 'volleyball']
Black	['croquet ball', 'sunscreen', 'ice lolly', 'wig', 'Irish water spaniel']
Black	['conch', 'maillot', 'bikini', 'maillot', 'sarong']
Black	['brassiere', 'bobsled', 'tobacco shop', 'neck brace', 'punching bag']
Black	['comic book', 'minibus', 'police van', 'jeep', 'golfcart']
Black	['minivan', 'sarong', 'kimono', 'gown', 'maillot']
Black	['bikini', 'hand blower', 'plunger', 'paper towel', 'dishwasher']
Black	['suit', 'moped', 'bicycle-built-for-two', 'jinrikisha', 'unicycle']
Black	['motor scooter', 'barbell', 'punching bag', 'dumbbell', 'racket']
Black	['basketball', 'motor scooter', 'moped', 'crash helmet', 'ski']
Black	['knee pad', 'vestment', 'breastplate', 'cuirass', 'throne']
Black	['shield', 'spotlight', 'piggy bank', 'Band Aid', 'maraca']
Black	['microphone', 'sweatshirt', 'bulletproof vest', 'academic gown', 'jersey']
