Race	Labels
Black	['refrigerator', 'person', 'golfcart', 'filing cabinet', 'bus']
Black	['person', 'domestic cat', 'swine', 'fox', 'golf ball']
Black	['person', 'helmet', 'backpack', 'neck brace', 'stethoscope']
Black	['person', 'sunglasses', 'dog', 'hair dryer', 'baseball']
Black	['person', 'trombone', 'saxophone', 'cart', 'harp']
Black	['person', 'punching bag', 'helmet', 'chime', 'purse']
Black	['person', 'isopod', 'backpack', 'flower pot', 'bow']
Black	['person', 'swimming trunks', 'miniskirt', 'bathing cap', 'laptop']
Black	['fig', 'ray', 'person', 'tick', 'pomegranate']
Black	['person', 'chair', 'table', 'refrigerator', 'band aid']
Black	['person', 'miniskirt', 'helmet', 'tv or monitor', 'computer mouse']
Black	['person', 'dumbbell', 'helmet', 'sunglasses', 'bagel']
Black	['person', 'horizontal bar', 'stretcher', 'bench', 'lemon']
Black	['person', 'horse', 'cart', 'guitar', 'piano']
Black	['person', 'motorcycle', 'chair', 'backpack', 'cello']
Black	['person', 'neck brace', 'head cabbage', 'face powder', 'starfish']
Black	['person', 'hat with a wide brim', 'purse', 'pencil box', 'helmet']
Black	['person', 'miniskirt', 'maraca', 'flower pot', 'squirrel']
Black	['person', 'corkscrew', 'antelope', 'microphone', 'scorpion']
Black	['person', 'bathing cap', 'power drill', 'fox', 'pretzel']
Black	['person', 'drum', 'laptop', 'golf ball', 'tick']
Black	['person', 'cart', 'stretcher', 'bicycle', 'bench']
Black	['person', 'hat with a wide brim', 'horse', 'hair dryer', 'domestic cat']
Black	['person', 'crutch', 'syringe', 'stethoscope', 'bagel']
Black	['person', 'tv or monitor', 'backpack', 'screwdriver', 'tie']
Black	['person', 'baby bed', 'sofa', 'centipede', 'tiger']
Black	['person', 'maraca', 'hat with a wide brim', 'dumbbell', 'helmet']
Black	['person', 'can opener', 'helmet', 'screwdriver', 'racket']
Black	['bathing cap', 'person', 'pretzel', 'cream', 'seal']
Black	['person', 'rugby ball', 'stretcher', 'bench', 'chain saw']
Black	['person', 'digital clock', 'tie', 'bow tie', 'backpack']
Black	['person', 'hair dryer', 'bird', 'power drill', 'traffic light']
Black	['person', 'harp', 'camel', 'cart', 'cattle']
Black	['person', 'cream', 'rubber eraser', 'hair spray', 'band aid']
Black	['person', 'oboe', 'saxophone', 'guitar', 'french horn']
Black	['person', 'miniskirt', 'jellyfish', 'maraca', 'hair dryer']
Black	['person', 'lizard', 'hammer', 'camel', 'elephant']
Black	['person', 'chain saw', 'crutch', 'cart', 'tie']
Black	['person', 'hat with a wide brim', 'helmet', 'swine', 'corkscrew']
Black	['person', 'chain saw', 'golfcart', 'bench', 'stretcher']
Black	['person', 'monkey', 'soap dispenser', 'chair', 'water bottle']
Black	['person', 'unicycle', 'camel', 'basketball', 'chair']
Black	['person', 'head cabbage', 'bow', 'rubber eraser', 'binder']
Black	['person', 'ski', 'binder', 'sofa', 'nail']
Black	['person', 'squirrel', 'flute', 'hammer', 'nail']
Black	['person', 'hair spray', 'helmet', 'french horn', 'microphone']
Black	['person', 'helmet', 'swimming trunks', 'camel', 'rubber eraser']
Black	['person', 'table', 'sunglasses', 'pretzel', 'remote control']
Black	['person', 'table', 'hair dryer', 'coffee maker', 'microphone']
Black	['person', 'dog', 'cream', 'squirrel', 'nail']
Black	['person', 'bird', 'horse', 'backpack', 'banjo']
Black	['person', 'bench', 'stretcher', 'baby bed', 'motorcycle']
Black	['person', 'french horn', 'pretzel', 'oboe', 'hair dryer']
Black	['bench', 'person', 'piano', 'accordion', 'plate rack']
Black	['person', 'power drill', 'cup or mug', 'puck', 'iPod']
Black	['person', 'soccer ball', 'train', 'purse', 'drum']
Black	['person', 'hat with a wide brim', 'plastic bag', 'miniskirt', 'salt or pepper shaker']
Black	['person', 'table', 'binder', 'chime', 'watercraft']
Black	['person', 'chair', 'crutch', 'bow', 'band aid']
Black	['person', 'tie', 'binder', 'band aid', 'trombone']
Black	['person', 'isopod', 'tie', 'lobster', 'guitar']
Black	['person', 'band aid', 'elephant', 'monkey', 'table']
Black	['person', 'binder', 'bench', 'cream', 'bagel']
Black	['person', 'tv or monitor', 'hippopotamus', 'trombone', 'tie']
Black	['person', 'rubber eraser', 'stove', 'artichoke', 'beaker']
Black	['person', 'backpack', 'stretcher', 'chair', 'punching bag']
Black	['person', 'racket', 'bus', 'refrigerator', 'chair']
Black	['helmet', 'neck brace', 'sunglasses', 'bathing cap', 'otter']
Black	['person', 'basketball', 'lamp', 'spatula', 'chair']
Black	['person', 'sofa', 'miniskirt', 'elephant', 'bench']
Black	['person', 'sunglasses', 'violin', 'guitar', 'cello']
Black	['person', 'plastic bag', 'table', 'rubber eraser', 'strawberry']
Black	['person', 'golfcart', 'backpack', 'sunglasses', 'helmet']
Black	['person', 'lobster', 'balance beam', 'table', 'chair']
Black	['person', 'swimming trunks', 'miniskirt', 'bathing cap', 'snake']
Black	['person', 'piano', 'violin', 'table', 'train']
Black	['person', 'motorcycle', 'table', 'filing cabinet', 'watercraft']
Black	['person', 'hat with a wide brim', 'helmet', 'chair', 'banjo']
Black	['person', 'bagel', 'computer mouse', 'microphone', 'pencil sharpener']
Black	['person', 'milk can', 'tie', 'elephant', 'oboe']
Black	['person', 'diaper', 'piano', 'hat with a wide brim', 'face powder']
Black	['person', 'bathing cap', 'snail', 'cocktail shaker', 'bus']
Black	['person', 'table', 'pitcher', 'cup or mug', 'washer']
Black	['person', 'crutch', 'puck', 'horse', 'backpack']
Black	['person', 'cart', 'accordion', 'motorcycle', 'trombone']
Black	['person', 'stethoscope', 'stretcher', 'binder', 'rubber eraser']
Black	['person', 'bagel', 'bench', 'pretzel', 'rubber eraser']
Black	['person', 'maillot', 'golfcart', 'car', 'swimming trunks']
Black	['person', 'brassiere', 'binder', 'harmonica', 'ruler']
Black	['person', 'ping-pong ball', 'hat with a wide brim', 'face powder', 'golf ball']
Black	['person', 'bathing cap', 'microphone', 'elephant', 'band aid']
Black	['person', 'lizard', 'monkey', 'ant', 'cucumber']
Black	['person', 'strainer', 'pitcher', 'brassiere', 'hat with a wide brim']
Black	['person', 'hair spray', 'dumbbell', 'rugby ball', 'helmet']
Black	['person', 'snowmobile', 'banjo', 'watercraft', 'drum']
Black	['computer keyboard', 'bench', 'elephant', 'chime', 'perfume']
Black	['person', 'camel', 'backpack', 'horizontal bar', 'purse']
Black	['person', 'binder', 'syringe', 'purse', 'band aid']
Black	['person', 'saxophone', 'oboe', 'miniskirt', 'racket']
Black	['cart', 'horse', 'bench', 'camel', 'cream']
Black	['person', 'maillot', 'swimming trunks', 'bathing cap', 'lobster']
Black	['person', 'tv or monitor', 'golfcart', 'bus', 'bathing cap']
Black	['person', 'ruler', 'remote control', 'golf ball', 'digital clock']
Black	['bookshelf', 'person', 'plate rack', 'table', 'washer']
Black	['stove', 'wine bottle', 'pizza', 'maraca', 'person']
Black	['person', 'miniskirt', 'sofa', 'lamp', 'swimming trunks']
Black	['person', 'stretcher', 'golfcart', 'bow', 'table']
Black	['person', 'hat with a wide brim', 'stethoscope', 'bathing cap', 'armadillo']
Black	['person', 'brassiere', 'bus', 'coffee maker', 'chair']
Black	['person', 'ski', 'unicycle', 'refrigerator', 'cattle']
Black	['person', 'cart', 'stretcher', 'chair', 'plastic bag']
Black	['person', 'baby bed', 'bathing cap', 'swimming trunks', 'table']
Black	['person', 'purse', 'head cabbage', 'miniskirt', 'baby bed']
Black	['person', 'ladle', 'table', 'binder', 'iPod']
Black	['person', 'dog', 'camel', 'motorcycle', 'golfcart']
Black	['person', 'jellyfish', 'tv or monitor', 'chair', 'backpack']
Black	['person', 'plastic bag', 'diaper', 'miniskirt', 'helmet']
Black	['person', 'cart', 'motorcycle', 'car', 'power drill']
Black	['person', 'plastic bag', 'drum', 'stretcher', 'table']
Black	['person', 'guitar', 'banjo', 'horse', 'hat with a wide brim']
Black	['bench', 'monkey', 'person', 'hat with a wide brim', 'harp']
Black	['person', 'balance beam', 'cream', 'refrigerator', 'table']
Black	['person', 'brassiere', 'syringe', 'hair dryer', 'punching bag']
Black	['person', 'pineapple', 'saxophone', 'beaker', 'elephant']
Black	['person', 'table', 'chain saw', 'stretcher', 'head cabbage']
Black	['person', 'camel', 'cart', 'cattle', 'guitar']
Black	['person', 'drum', 'artichoke', 'trombone', 'lemon']
Black	['person', 'chair', 'hat with a wide brim', 'plate rack', 'band aid']
Black	['person', 'punching bag', 'seal', 'dog', 'plastic bag']
Black	['hat with a wide brim', 'helmet', 'person', 'wine bottle', 'bathing cap']
Black	['flower pot', 'drum', 'coffee maker', 'milk can', 'spatula']
Black	['person', 'bagel', 'otter', 'binder', 'neck brace']
Black	['person', 'refrigerator', 'car', 'soccer ball', 'backpack']
Black	['person', 'helmet', 'hat with a wide brim', 'bathing cap', 'traffic light']
Black	['person', 'chair', 'bench', 'bow', 'power drill']
Black	['person', 'tie', 'neck brace', 'stethoscope', 'binder']
Black	['person', 'monkey', 'table', 'dog', 'bathing cap']
Black	['person', 'bathing cap', 'hat with a wide brim', 'bowl', 'head cabbage']
Black	['ant', 'person', 'ladle', 'hat with a wide brim', 'strainer']
Black	['bathing cap', 'helmet', 'punching bag', 'basketball', 'volleyball']
Black	['person', 'maillot', 'basketball', 'stethoscope', 'brassiere']
Black	['person', 'digital clock', 'snowplow', 'drum', 'plastic bag']
Black	['person', 'computer keyboard', 'miniskirt', 'spatula', 'power drill']
Black	['person', 'washer', 'binder', 'hair spray', 'chime']
Black	['bicycle', 'person', 'computer keyboard', 'chair', 'seal']
Black	['person', 'hair spray', 'tv or monitor', 'can opener', 'neck brace']
Black	['cup or mug', 'baby bed', 'person', 'wine bottle', 'plate rack']
Black	['person', 'refrigerator', 'toaster', 'filing cabinet', 'pencil sharpener']
Black	['person', 'tie', 'spatula', 'band aid', 'lemon']
Black	['person', 'axe', 'neck brace', 'accordion', 'miniskirt']
Black	['person', 'hat with a wide brim', 'computer mouse', 'lamp', 'skunk']
Black	['helmet', 'person', 'maraca', 'horizontal bar', 'chair']
Black	['person', 'table', 'seal', 'chair', 'chime']
Black	['person', 'dog', 'washer', 'diaper', 'baby bed']
Black	['person', 'bathing cap', 'plastic bag', 'hat with a wide brim', 'dog']
Black	['bathing cap', 'person', 'dog', 'horse', 'plastic bag']
Black	['person', 'salt or pepper shaker', 'cocktail shaker', 'cream', 'coffee maker']
Black	['person', 'accordion', 'golfcart', 'iPod', 'computer keyboard']
Black	['person', 'cocktail shaker', 'coffee maker', 'salt or pepper shaker', 'perfume']
Black	['sofa', 'person', 'camel', 'elephant', 'train']
Black	['person', 'watercraft', 'camel', 'saxophone', 'helmet']
Black	['person', 'tie', 'binder', 'rubber eraser', 'sofa']
Black	['elephant', 'swine', 'lion', 'cattle', 'horse']
Black	['person', 'golfcart', 'train', 'chain saw', 'cello']
Black	['person', 'ladle', 'banana', 'apple', 'strainer']
Black	['person', 'oboe', 'snake', 'drum', 'camel']
Black	['person', 'neck brace', 'strawberry', 'hair spray', 'pretzel']
Black	['person', 'neck brace', 'nail', 'purse', 'band aid']
Black	['person', 'digital clock', 'ruler', 'elephant', 'power drill']
Black	['person', 'bowl', 'stethoscope', 'ladle', 'strainer']
Black	['person', 'helmet', 'soap dispenser', 'seal', 'golf ball']
Black	['person', 'flute', 'trumpet', 'trombone', 'hair spray']
Black	['person', 'hair spray', 'table', 'backpack', 'tie']
Black	['drum', 'frog', 'person', 'watercraft', 'french horn']
Black	['person', 'bird', 'popsicle', 'wine bottle', 'ladle']
Black	['dog', 'person', 'strawberry', 'starfish', 'popsicle']
Black	['person', 'bow', 'stretcher', 'refrigerator', 'guitar']
Black	['person', 'bagel', 'fig', 'rubber eraser', 'cream']
Black	['person', 'burrito', 'sofa', 'hotdog', 'frying pan']
Black	['person', 'baby bed', 'cattle', 'sofa', 'cream']
Black	['person', 'elephant', 'car', 'drum', 'train']
Black	['person', 'rabbit', 'hamster', 'baby bed', 'balance beam']
Black	['person', 'guitar', 'oboe', 'banjo', 'cello']
Black	['person', 'camel', 'elephant', 'tie', 'watercraft']
Black	['person', 'starfish', 'tie', 'bookshelf', 'puck']
Black	['chair', 'corkscrew', 'hat with a wide brim', 'stove', 'maraca']
Black	['person', 'table', 'bench', 'watercraft', 'camel']
Black	['person', 'isopod', 'french horn', 'domestic cat', 'cart']
Black	['person', 'dog', 'hat with a wide brim', 'chime', 'strainer']
Black	['person', 'burrito', 'horse', 'maillot', 'salt or pepper shaker']
Black	['person', 'bathing cap', 'plastic bag', 'bookshelf', 'refrigerator']
Black	['person', 'goldfish', 'guitar', 'pencil sharpener', 'violin']
Black	['miniskirt', 'bookshelf', 'train', 'laptop', 'stove']
Black	['person', 'tie', 'computer keyboard', 'laptop', 'swimming trunks']
Black	['horse', 'person', 'cattle', 'camel', 'elephant']
Black	['person', 'iPod', 'chair', 'bow', 'pretzel']
Black	['person', 'tie', 'goldfish', 'swimming trunks', 'sunglasses']
Black	['person', 'table', 'swimming trunks', 'printer', 'plastic bag']
Black	['person', 'harp', 'camel', 'baby bed', 'backpack']
Black	['person', 'antelope', 'swimming trunks', 'zebra', 'camel']
Black	['person', 'horse', 'dog', 'watercraft', 'sofa']
Black	['person', 'bench', 'purse', 'table', 'car']
Black	['person', 'wine bottle', 'banana', 'bench', 'bicycle']
Black	['chime', 'person', 'band aid', 'horizontal bar', 'flower pot']
Black	['person', 'iPod', 'neck brace', 'band aid', 'bathing cap']
Black	['person', 'helmet', 'neck brace', 'refrigerator', 'band aid']
Black	['person', 'band aid', 'sunglasses', 'bookshelf', 'chair']
Black	['person', 'chime', 'drum', 'harp', 'accordion']
Black	['person', 'helmet', 'cart', 'dog', 'milk can']
Black	['person', 'watercraft', 'hair spray', 'face powder', 'neck brace']
Black	['person', 'giant panda', 'bow tie', 'computer keyboard', 'backpack']
Black	['person', 'cart', 'camel', 'elephant', 'maraca']
Black	['person', 'tie', 'miniskirt', 'microphone', 'spatula']
Black	['bird', 'person', 'traffic light', 'trumpet', 'chime']
Black	['person', 'sofa', 'chair', 'horse', 'table']
Black	['person', 'cart', 'ski', 'backpack', 'squirrel']
Black	['person', 'helmet', 'stethoscope', 'racket', 'accordion']
Black	['person', 'table', 'diaper', 'dishwasher', 'bench']
Black	['person', 'basketball', 'sofa', 'baby bed', 'elephant']
Black	['person', 'bathing cap', 'neck brace', 'washer', 'cream']
Black	['person', 'binder', 'bench', 'swimming trunks', 'iPod']
Black	['person', 'hat with a wide brim', 'computer keyboard', 'rubber eraser', 'wine bottle']
Black	['person', 'bow', 'miniskirt', 'watercraft', 'hair dryer']
Black	['person', 'tie', 'helmet', 'brassiere', 'wine bottle']
Black	['trombone', 'trumpet', 'guitar', 'person', 'banjo']
Black	['person', 'sofa', 'stretcher', 'bicycle', 'chain saw']
Black	['chain saw', 'band aid', 'bench', 'rubber eraser', 'spatula']
Black	['person', 'watercraft', 'table', 'bow', 'chain saw']
Black	['person', 'car', 'train', 'bus', 'coffee maker']
Black	['person', 'refrigerator', 'filing cabinet', 'oboe', 'accordion']
Black	['person', 'plastic bag', 'spatula', 'popsicle', 'maraca']
Black	['sunglasses', 'can opener', 'domestic cat', 'dumbbell', 'pomegranate']
Black	['person', 'pineapple', 'head cabbage', 'lobster', 'starfish']
Black	['person', 'table', 'laptop', 'snowplow', 'lobster']
Black	['person', 'bow', 'chair', 'balance beam', 'wine bottle']
Black	['person', 'horizontal bar', 'chain saw', 'baby bed', 'bow']
Black	['person', 'helmet', 'soccer ball', 'sunglasses', 'chair']
Black	['person', 'sunglasses', 'popsicle', 'maraca', 'snowmobile']
Black	['jellyfish', 'elephant', 'swine', 'whale', 'hippopotamus']
Black	['person', 'baby bed', 'table', 'plastic bag', 'chair']
Black	['bookshelf', 'laptop', 'person', 'tape player', 'refrigerator']
Black	['person', 'helmet', 'sunglasses', 'purse', 'bench']
Black	['person', 'hat with a wide brim', 'helmet', 'cream', 'bathing cap']
Black	['person', 'apple', 'trumpet', 'bear', 'rubber eraser']
Black	['person', 'horse', 'salt or pepper shaker', 'chair', 'bench']
Black	['person', 'hair spray', 'spatula', 'hair dryer', 'tie']
Black	['person', 'hat with a wide brim', 'bathing cap', 'lamp', 'apple']
Black	['person', 'tie', 'stretcher', 'cart', 'band aid']
Black	['person', 'rubber eraser', 'spatula', 'syringe', 'hair dryer']
Black	['person', 'train', 'table', 'microwave', 'filing cabinet']
Black	['person', 'drum', 'miniskirt', 'horizontal bar', 'elephant']
Black	['person', 'bench', 'golfcart', 'camel', 'accordion']
Black	['person', 'sofa', 'chime', 'hat with a wide brim', 'watercraft']
Black	['person', 'milk can', 'snake', 'balance beam', 'backpack']
Black	['person', 'stove', 'washer', 'swimming trunks', 'plastic bag']
Black	['person', 'swine', 'hippopotamus', 'armadillo', 'isopod']
Black	['person', 'monkey', 'tv or monitor', 'tie', 'ladle']
Black	['person', 'hippopotamus', 'snake', 'seal', 'helmet']
Black	['person', 'table', 'hair spray', 'stretcher', 'chair']
Black	['person', 'traffic light', 'bathing cap', 'helmet', 'refrigerator']
Black	['person', 'maillot', 'miniskirt', 'accordion', 'remote control']
Black	['person', 'hair dryer', 'band aid', 'binder', 'stethoscope']
Black	['person', 'tie', 'bagel', 'miniskirt', 'purse']
Black	['person', 'hat with a wide brim', 'lobster', 'bathing cap', 'frying pan']
Black	['person', 'punching bag', 'backpack', 'water bottle', 'plastic bag']
Black	['person', 'helmet', 'sunglasses', 'bathing cap', 'wine bottle']
Black	['person', 'table', 'sofa', 'backpack', 'lamp']
Black	['person', 'lobster', 'camel', 'watercraft', 'motorcycle']
Black	['person', 'swimming trunks', 'hat with a wide brim', 'stethoscope', 'power drill']
Black	['person', 'bathing cap', 'swimming trunks', 'table', 'racket']
Black	['person', 'hat with a wide brim', 'band aid', 'table', 'rubber eraser']
Black	['person', 'banjo', 'dumbbell', 'bench', 'cattle']
Black	['person', 'plastic bag', 'train', 'golfcart', 'purse']
Black	['person', 'bathing cap', 'elephant', 'plastic bag', 'bus']
Black	['person', 'basketball', 'drum', 'chair', 'guitar']
Black	['person', 'binder', 'tie', 'stethoscope', 'bathing cap']
Black	['person', 'perfume', 'plastic bag', 'rubber eraser', 'band aid']
Black	['person', 'sofa', 'snowmobile', 'bus', 'monkey']
Black	['person', 'bus', 'band aid', 'balance beam', 'bench']
Black	['person', 'horse', 'banjo', 'stove', 'backpack']
Black	['person', 'sofa', 'snowmobile', 'accordion', 'basketball']
Black	['person', 'chime', 'horizontal bar', 'bus', 'golfcart']
Black	['person', 'cup or mug', 'elephant', 'bowl', 'pineapple']
Black	['person', 'horse', 'racket', 'backpack', 'traffic light']
Black	['hat with a wide brim', 'helmet', 'drum', 'racket', 'bathing cap']
Black	['person', 'table', 'guitar', 'dumbbell', 'swimming trunks']
Black	['person', 'plastic bag', 'rubber eraser', 'stretcher', 'horizontal bar']
Black	['person', 'cello', 'hat with a wide brim', 'unicycle', 'violin']
Black	['helmet', 'person', 'drum', 'computer mouse', 'salt or pepper shaker']
Black	['person', 'helmet', 'tie', 'strawberry', 'hat with a wide brim']
Black	['person', 'oboe', 'chair', 'saxophone', 'neck brace']
Black	['person', 'miniskirt', 'helmet', 'maraca', 'punching bag']
Black	['person', 'monkey', 'hippopotamus', 'neck brace', 'cucumber']
Black	['person', 'cream', 'table', 'binder', 'stretcher']
Black	['person', 'saxophone', 'hat with a wide brim', 'drum', 'french horn']
Black	['person', 'basketball', 'brassiere', 'hair dryer', 'hair spray']
Black	['person', 'maillot', 'oboe', 'ski', 'helmet']
Black	['person', 'cart', 'swimming trunks', 'elephant', 'chair']
Black	['person', 'chair', 'sofa', 'backpack', 'rubber eraser']
Black	['person', 'maillot', 'horse', 'band aid', 'nail']
Black	['person', 'cattle', 'bow', 'swine', 'antelope']
Black	['person', 'cream', 'water bottle', 'hair spray', 'dumbbell']
Black	['person', 'cello', 'backpack', 'bow', 'stethoscope']
Black	['person', 'tie', 'tv or monitor', 'backpack', 'hair dryer']
Black	['person', 'stethoscope', 'binder', 'band aid', 'flower pot']
Black	['person', 'camel', 'monkey', 'helmet', 'bird']
Black	['person', 'bathing cap', 'hat with a wide brim', 'guitar', 'toaster']
Black	['person', 'wine bottle', 'tv or monitor', 'rubber eraser', 'brassiere']
Black	['person', 'microphone', 'sofa', 'hair spray', 'hair dryer']
Black	['person', 'cream', 'tiger', 'hair spray', 'lizard']
Black	['person', 'snail', 'neck brace', 'brassiere', 'seal']
Black	['person', 'filing cabinet', 'maillot', 'laptop', 'hat with a wide brim']
Black	['person', 'hat with a wide brim', 'helmet', 'cart', 'train']
Black	['person', 'harmonica', 'pencil sharpener', 'band aid', 'hippopotamus']
Black	['person', 'lamp', 'spatula', 'sofa', 'bench']
Black	['person', 'hat with a wide brim', 'drum', 'accordion', 'banjo']
Black	['person', 'miniskirt', 'swimming trunks', 'axe', 'bus']
Black	['person', 'hat with a wide brim', 'plastic bag', 'band aid', 'baby bed']
Black	['person', 'swimming trunks', 'maraca', 'bicycle', 'maillot']
Black	['person', 'seal', 'snake', 'hippopotamus', 'washer']
Black	['person', 'wine bottle', 'plastic bag', 'lobster', 'washer']
Black	['person', 'drum', 'racket', 'backpack', 'nail']
Black	['tiger', 'elephant', 'cart', 'swine', 'lion']
Black	['person', 'ski', 'bus', 'watercraft', 'salt or pepper shaker']
Black	['person', 'punching bag', 'wine bottle', 'flower pot', 'camel']
Black	['dog', 'bird', 'person', 'banana', 'plastic bag']
Black	['person', 'pretzel', 'chair', 'bathing cap', 'bagel']
Black	['person', 'cello', 'sofa', 'drum', 'isopod']
Black	['person', 'washer', 'monkey', 'plate rack', 'rubber eraser']
Black	['person', 'elephant', 'table', 'bench', 'rubber eraser']
Black	['bagel', 'pretzel', 'otter', 'person', 'monkey']
Black	['person', 'salt or pepper shaker', 'swimming trunks', 'banana', 'miniskirt']
Black	['person', 'skunk', 'baby bed', 'iPod', 'domestic cat']
Black	['banana', 'squirrel', 'person', 'cello', 'power drill']
Black	['person', 'helmet', 'mushroom', 'domestic cat', 'salt or pepper shaker']
Black	['person', 'baby bed', 'backpack', 'hat with a wide brim', 'racket']
Black	['person', 'neck brace', 'dumbbell', 'purse', 'plate rack']
Black	['person', 'hat with a wide brim', 'bow tie', 'bow', 'axe']
Black	['person', 'head cabbage', 'axe', 'trombone', 'strawberry']
Black	['person', 'backpack', 'squirrel', 'filing cabinet', 'table']
Black	['person', 'helmet', 'cart', 'hat with a wide brim', 'bicycle']
Black	['person', 'accordion', 'backpack', 'guitar', 'table']
Black	['person', 'hat with a wide brim', 'backpack', 'microphone', 'dumbbell']
Black	['person', 'baby bed', 'plastic bag', 'bathing cap', 'basketball']
Black	['person', 'snowmobile', 'brassiere', 'camel', 'motorcycle']
Black	['person', 'punching bag', 'hair spray', 'hair dryer', 'tv or monitor']
Black	['person', 'ski', 'elephant', 'hippopotamus', 'camel']
Black	['person', 'neck brace', 'sofa', 'violin', 'bench']
Black	['person', 'butterfly', 'snail', 'horse', 'snake']
Black	['person', 'helmet', 'cup or mug', 'brassiere', 'lamp']
Black	['person', 'basketball', 'watercraft', 'maraca', 'tie']
Black	['person', 'flower pot', 'hair dryer', 'horizontal bar', 'cart']
Black	['person', 'flute', 'tie', 'oboe', 'table']
Black	['person', 'neck brace', 'plastic bag', 'binder', 'flower pot']
Black	['tv or monitor', 'person', 'laptop', 'lamp', 'stove']
Black	['person', 'accordion', 'vacuum', 'french horn', 'sofa']
Black	['person', 'strawberry', 'maraca', 'pomegranate', 'mushroom']
Black	['corkscrew', 'lizard', 'cream', 'saxophone', 'person']
Black	['person', 'horse', 'cattle', 'cart', 'neck brace']
Black	['person', 'purse', 'tie', 'rubber eraser', 'band aid']
Black	['person', 'neck brace', 'tie', 'flute', 'iPod']
Black	['person', 'corkscrew', 'power drill', 'microphone', 'bee']
Black	['person', 'balance beam', 'rubber eraser', 'face powder', 'stretcher']
Black	['person', 'sunglasses', 'hat with a wide brim', 'baby bed', 'helmet']
Black	['person', 'cart', 'microphone', 'maraca', 'traffic light']
Black	['wine bottle', 'power drill', 'chair', 'rubber eraser', 'bench']
Black	['person', 'bathing cap', 'stethoscope', 'bow', 'helmet']
Black	['person', 'traffic light', 'lamp', 'banjo', 'swimming trunks']
Black	['person', 'hair dryer', 'bow tie', 'ray', 'helmet']
Black	['person', 'tape player', 'electric fan', 'monkey', 'hair dryer']
Black	['person', 'cattle', 'chair', 'lion', 'tie']
Black	['person', 'neck brace', 'table', 'artichoke', 'hippopotamus']
Black	['person', 'head cabbage', 'backpack', 'traffic light', 'flower pot']
Black	['person', 'racket', 'laptop', 'spatula', 'pencil box']
Black	['person', 'microwave', 'tv or monitor', 'rubber eraser', 'purse']
Black	['person', 'flute', 'oboe', 'dog', 'chair']
Black	['person', 'hat with a wide brim', 'can opener', 'violin', 'spatula']
Black	['person', 'guitar', 'sunglasses', 'violin', 'chain saw']
Black	['person', 'seal', 'tie', 'dog', 'wine bottle']
Black	['person', 'car', 'dog', 'bus', 'cattle']
Black	['person', 'neck brace', 'binder', 'basketball', 'racket']
Black	['person', 'saxophone', 'trombone', 'oboe', 'cello']
Black	['person', 'flower pot', 'bowl', 'purse', 'syringe']
Black	['guitar', 'person', 'vacuum', 'axe', 'traffic light']
Black	['person', 'dog', 'train', 'backpack', 'hammer']
Black	['person', 'bathing cap', 'camel', 'table', 'bookshelf']
Black	['diaper', 'sofa', 'person', 'table', 'miniskirt']
Black	['person', 'violin', 'tie', 'unicycle', 'maillot']
Black	['person', 'stretcher', 'helmet', 'backpack', 'hat with a wide brim']
Black	['person', 'brassiere', 'bathing cap', 'maillot', 'miniskirt']
Black	['person', 'dog', 'computer keyboard', 'maillot', 'brassiere']
Black	['person', 'camel', 'train', 'strawberry', 'harmonica']
Black	['person', 'hat with a wide brim', 'ruler', 'neck brace', 'bathing cap']
Black	['person', 'swine', 'bathing cap', 'washer', 'cream']
Black	['person', 'bow', 'sunglasses', 'table', 'filing cabinet']
Black	['person', 'piano', 'chair', 'sofa', 'punching bag']
Black	['person', 'accordion', 'tie', 'wine bottle', 'ladle']
Black	['person', 'hat with a wide brim', 'horse', 'band aid', 'hair spray']
Black	['person', 'bathing cap', 'hat with a wide brim', 'maraca', 'baseball']
Black	['person', 'chair', 'tie', 'bench', 'golf ball']
Black	['table', 'piano', 'snowplow', 'trumpet', 'airplane']
Black	['person', 'maillot', 'lamp', 'neck brace', 'chime']
Black	['person', 'bathing cap', 'maraca', 'axe', 'mushroom']
Black	['person', 'corkscrew', 'stove', 'golf ball', 'stethoscope']
Black	['person', 'dog', 'chair', 'vacuum', 'microphone']
Black	['person', 'baby bed', 'swine', 'plastic bag', 'bench']
Black	['person', 'brassiere', 'ladle', 'stethoscope', 'violin']
Black	['person', 'helmet', 'sunglasses', 'bathing cap', 'basketball']
Black	['person', 'backpack', 'stretcher', 'accordion', 'punching bag']
Black	['person', 'hair dryer', 'maraca', 'power drill', 'hair spray']
Black	['person', 'cello', 'plastic bag', 'violin', 'tie']
Black	['person', 'ruler', 'dog', 'punching bag', 'balance beam']
Black	['person', 'maillot', 'racket', 'french horn', 'iPod']
Black	['person', 'tie', 'cocktail shaker', 'laptop', 'chair']
Black	['person', 'hammer', 'maillot', 'horse', 'tie']
Black	['person', 'pencil sharpener', 'washer', 'iPod', 'fig']
Black	['person', 'bow tie', 'stretcher', 'ladle', 'cream']
Black	['person', 'maraca', 'racket', 'axe', 'computer keyboard']
Black	['hat with a wide brim', 'person', 'drum', 'cup or mug', 'bookshelf']
Black	['person', 'bookshelf', 'table', 'chair', 'rubber eraser']
Black	['person', 'baby bed', 'tie', 'purse', 'band aid']
Black	['person', 'tv or monitor', 'car', 'ping-pong ball', 'lamp']
Black	['person', 'tv or monitor', 'refrigerator', 'spatula', 'table']
